id,name,type,address_original,address,gold_district,gold_ward,gold_price_range,gold_duration,gold_target_audience
7065652,Bravo Indochina Tours,Tour thăm quan thành phố • Chuyến tham quan lịch sử & di sản,"Thành phố Hồ Chí Minh, 70000","4 Nguyễn Đình Chiểu, Phường Tân Định, Thành phố Hồ Chí Minh",Quận 1,Tân Định,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2334935,Foot Massage Salon Quỳnh Như 137,Spa,"147-149 -151 Ham Nghi St Dist 1, Thành phố Hồ Chí Minh, 700000","153 Hàm Nghi, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
2424536,Mango Cruises,Chuyến tham quan bằng thuyền,"Thành phố Hồ Chí Minh, 700000","An Dương Vương, Thành phố Hồ Chí Minh",Quận 5,An Đông,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
10525874,Nhà may Tuyển Tailor's,Cửa hàng đặc sản & cửa hàng quà tặng,"129/4 Nguyễn Tri Phương , Thành phố Hồ Chí Minh, 700000","69 Thủ Khoa Huân, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
15685988,An’s Spa,Spa,"18Bis/13 Nguyễn Thị Minh Khai , Thành phố Hồ Chí Minh, 70000","Hẻm 18Bis/13 Nguyễn Thị Minh Khai, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
27936796,Frolic Bar,Quán bar & câu lạc bộ • Quầy bar dành cho người đồng tính,"151 De Tham, District 1, Ho Chi Minh City, Vietnam , Thành phố Hồ Chí Minh","151 De Tham, District 1, Ho Chi Minh City, Vietnam , Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
14790505,Vietnam Tours Vip,Chuyến tham quan nhiều ngày • Chuyến tham quan văn hóa,Thành phố Hồ Chí Minh,"Nguyễn Xiển, Phường Long Bình, Thành phố Hồ Chí Minh",TP Thủ Đức,Long Bình,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2726268,Cat Moc Spa,Spa,"61-63 Tran Dinh Xu , Thành phố Hồ Chí Minh, 84","63 Trần Đình Xu, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh",Quận 1,Cầu Ông Lãnh,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
8291676,Jason Super Star Service (SSS) - Day Tours,Tour thăm quan thành phố • Chuyến tham quan văn hóa,Thành phố Hồ Chí Minh,"32 Đường Trần Quốc Thảo, Thành phố Hồ Chí Minh",Quận 3,Xuân Hòa,300.000–2.000.000+ VNĐ,4–6 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2266103,Mekong River Cruise,Chuyến tham quan bằng thuyền,"68 Nguyen Hue st, district 1 The 2fl, Thành phố Hồ Chí Minh, 700000","Hẻm 118 Bàu Cát, Phường Bảy Hiền, Thành phố Hồ Chí Minh",Quận 1,Bảy Hiền,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
25574736,Norah Spa,Spa,"114 Le Thi Hong Gam St, Nguyen Thai Binh Ward, D.1 , Thành phố Hồ Chí Minh","55/1 Lê Thị Hồng Gấm, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
11622038,Takashimaya Ho Chi Minh City,Cửa hàng bách hóa • Trung tâm mua sắm,"92 - 94 Nam Ky Khoi Nghia Street District 1, Saigon Centre, Thành phố Hồ Chí Minh, 700000","65 Lê Lợi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
7736325,Địa Đạo Bến Đình,Điểm thu hút khách tham quan & thắng cảnh • Chiến trường,"Đ. Tỉnh Lộ 15 , Thành phố Hồ Chí Minh","741 Tỉnh lộ 15, Xã Nhuận Đức, Thành phố Hồ Chí Minh",Huyện Củ Chi,Nhuận Đức,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6438587,The Venerable Thich Quang Duc Monument,Điểm thu hút khách tham quan & thắng cảnh • Đài kỷ niệm & tượng,"185 Đ. Cách Mạng Tháng 8 , Thành phố Hồ Chí Minh, 70000","Công viên Thích Quảng Đức, Thành phố Hồ Chí Minh",Quận 3,Xuân Hòa,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
12924148,AIR Saigon,Quán bar & câu lạc bộ,"136-138 Lê Thị Hồng Gấm Tầng Thượng 22, Tòa Nhà Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000","40 Ðặng Thị Nhu, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
33212849,Vietnam-Immi.Org,Chuyến tham quan nhiều ngày • Taxi & xe đưa đón,"No. 40 - 42, Thien Phuoc St Ward 9, Tan Binh Dist, HCMC, Vietnam , Thành phố Hồ Chí Minh, 700000","No. 40 - 42, Thien Phuoc St Ward 9, Tan Binh Dist, HCMC, Vietnam , Thành phố Hồ Chí Minh, 700000",Quận Tân Bình,Tân Sơn Hòa,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
15212886,22Spa,Spa,"100 Đề Thám Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, 700000","92 Đề Thám, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh",Quận 1,Cầu Ông Lãnh,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
25406507,Dragon Sea Travel,Chuyến tham quan nhiều ngày • Chuyến tham quan cảm giác mạnh & mạo hiểm,"243 De Tham, Pham Ngu Lao Ward, District 1 , Thành phố Hồ Chí Minh, 70000","243 De Tham, Pham Ngu Lao Ward, District 1 , Thành phố Hồ Chí Minh, 70000",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
14960488,HCM Cooking Class,Lớp nấu ăn,"107/7 Trần Văn Chẩm Phước Vĩnh An, Củ Chi, Thành phố Hồ Chí Minh, 700000","Phan Văn Khải, Xã Củ Chi, Thành phố Hồ Chí Minh",Huyện Củ Chi,Củ Chi,500.000–1.500.000 VNĐ,2–4 giờ,Khách quốc tế; Người yêu ẩm thực; Gia đình
1165087,Can Gio Mangrove Biosphere Reserve,Khu vực tự nhiên & động vật hoang dã,Thành phố Hồ Chí Minh,"Đường tỉnh 862, Thành phố Hồ Chí Minh",Huyện Cần Giờ,Cần Giờ,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
5982006,Saigon Tours,Tour thăm quan thành phố • Chuyến tham quan văn hóa,"Ly Tu Trong, District 1 , Thành phố Hồ Chí Minh, 700000","2 Lý Tự Trọng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
13006978,Mr Biker Saigon,Chuyến tham quan nhiều ngày • Chuyến tham quan bằng xe đạp,"354 Võ Văn Kiệt Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, 700000","Trường Trung học cơ sở Trung Sơn, Thành phố Hồ Chí Minh",Quận 1,Cô Giang,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6827604,Golden Lotus Traditional Foot Massage Club,Spa tạm thời,"20 Hồ Huấn Nghiệp Q1, Thành phố Hồ Chí Minh, 70000","34 Ðồng Khởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
24162332,Monkee Shisha Lounge Saigon,Quán bar & câu lạc bộ,"45 Tran Hung Dao Street, District 1 , Thành phố Hồ Chí Minh","26 Đặng Thị Nhu, District 1, Ho Chi Minh City, Vietnam, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
6961416,Minh Nguyen Tailor,Cửa hàng đặc sản & cửa hàng quà tặng,"14 Thủ Khoa Huân Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70000","8 Thủ Khoa Huân, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
2414201,Concept Coiffure,Spa,"48 Tran Ngoc Dien Thao Dien, Thành phố Hồ Chí Minh, Dist. 2","Trần Ngọc Diện, Phường An Khánh, Thành phố Hồ Chí Minh",Quận 2,An Khánh,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
12365770,M.O.M Cooking Class,Lớp nấu ăn,"148/12 lý chính thắng Quận 3, Thành phố Hồ Chí Minh, 700000","37B Đường Cô Bắc, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh",Quận 3,Cầu Ông Lãnh,500.000–1.500.000 VNĐ,2–4 giờ,Khách quốc tế; Người yêu ẩm thực; Gia đình
12124708,Pandaw Cruises,Chuyến tham quan bằng thuyền,"117 Nguyen Cuu Van Phuong 17, Bình Thanh, Thành phố Hồ Chí Minh","1 Tân Kỳ Tân Quý, Phường Tân Bình, Thành phố Hồ Chí Minh",Quận Bình Thạnh,Gia Định,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
25006681,Hazgen Nail Bar,Spa,"386 Võ Văn Tần, Phường 5, Quận 3 , Thành phố Hồ Chí Minh","388 Võ Văn Tần, Phường Bàn Cờ, Thành phố Hồ Chí Minh",Quận 3,Phường 5,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
2187722,YKC SpaSalon,Spa,"178B Hai Bà Trưng Quận 1, Thành phố Hồ Chí Minh, 700000","176-181 Hai Bà Trưng, Phường Xuân Hòa, Thành phố Hồ Chí Minh",Quận 1,Xuân Hòa,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
8602484,May Spa,Spa,"241 Lý Tự Trọng Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000","253 Lý Tự Trọng, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
12788024,Ori Nail & Spa,Spa,"22 Phạm Hồng Thái Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000","14 Phạm Hồng Thái, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
12084531,Chợ Đêm Bến Thành,Chợ trời & chợ đường phố,"134 Đ. Nam Kỳ Khởi Nghĩa , Thành phố Hồ Chí Minh","Công trường Quách Thị Trang, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
550709,Diamond Plaza,Trung tâm mua sắm,"34 Le Duan Street District 1, Thành phố Hồ Chí Minh","34 Lê Duẩn, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4597843,Binh Quoi Village,Điểm thu hút khách tham quan & thắng cảnh,"1147 Binh Quoi, Binh Thanh District , Thành phố Hồ Chí Minh, 700000","Bình Quới, Phường Bình Quới, Thành phố Hồ Chí Minh",Quận Bình Thạnh,Bình Quới,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
33235970,Hạ Spa - Massage Hochiminh City,Spa • Spa nước nóng,"49 Phạm Viết Chánh Phường Nguyễn Cư Trinh, Thành phố Hồ Chí Minh, 70000","Phạm Viết Chánh, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh",Quận 1,Nguyễn Cư Trinh,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
25303789,Note - The Scent Lab,Cửa hàng đặc sản & cửa hàng quà tặng • Buổi học & hội thảo,"34 Nguyễn Duy Hiệu , Thành phố Hồ Chí Minh, 70000","49/4 Võ Nguyên Giáp, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
11544014,Saigon Private Tour Guide,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,"555 Kha Vạn Cân, Thủ Đức, Ho Chi Minh City, Vietnam , Thành phố Hồ Chí Minh, 700000","563-565 Kha Vạn Cân, Phường Thủ Đức, Thành phố Hồ Chí Minh",TP Thủ Đức,Thủ Đức,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
33972276,La Maison Saigon Spa,Spa,"40 -42 phan bội châu ,phường bến thành , Thành phố Hồ Chí Minh","30-36 Phan Bội Châu, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
3567267,Moc Huong Spa,Spa,"9c Ton Duc Thang Ben Nghe Ward, Thành phố Hồ Chí Minh, 0084","9-11 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
6429729,Tigit Motorbikes,Chuyến tham quan bằng mô tô • Cho thuê tiện ích,"72 Nguyễn Cơ Thạch B2-00/01 Sarimi, Quận 2, Thành phố Hồ Chí Minh, 700000","Đường số 63-TML, Phường Cát Lái, Thành phố Hồ Chí Minh",Quận 2,Cát Lái,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
19255200,Temple Leaf Spa Land Massage,Spa • Spa nước nóng,"5/7 Nguyễn Siêu Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000","5B Nguyễn Siêu, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
17801726,Trails Of Indochina,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,"2/27 Quach Van Tuan, Ward 12, Tan Binh District, Ho Chi Minh city , Thành phố Hồ Chí Minh, 70000","20 Cộng Hòa, Phường Bảy Hiền, Thành phố Hồ Chí Minh",Quận Tân Bình,Bảy Hiền,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
8090785,Chợ Nga,Trung tâm mua sắm,"125 Hai Bà Trưng , Thành phố Hồ Chí Minh, 700000","39 Lê Duẩn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
7310219,"Vở diễn ""Sương Sớm""",Nhà hát & biểu diễn,"7 Công Trường Lam Sơn, Quận 1 Nhà hát lớn Sài Gòn, Thành phố Hồ Chí Minh, 700000","7 Công trường Lam Sơn, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
3815598,Broma Not A Bar,Quán bar & câu lạc bộ,"41 Nguyen Hue Street, Ben Nghe Ward, District 1 , Thành phố Hồ Chí Minh, 70000","41 Nguyễn Huệ, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
8310942,Nhà thờ Huyện Sĩ,Địa điểm tôn giáo • Nhà thờ & nhà thờ lớn,"01 Tôn Thất Tùng, Phạm Ngũ Lão, Quận 1 , Thành phố Hồ Chí Minh, 70000","122F-122F1 Bùi Thị Xuân, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
1170827,L'Apothiquaire Spa,Yoga & pilate • Spa,"64A Truong Dinh, District 3 , Thành phố Hồ Chí Minh","60 Trương Định, Phường Xuân Hòa, Thành phố Hồ Chí Minh",Quận 3,Xuân Hòa,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
8317497,ManGii Custom - Suit and Shoes,Cửa hàng đặc sản & cửa hàng quà tặng,"196 Lê Thánh Tôn P.Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000","230 Lê Thánh Tôn, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6601902,Shimmer Silver,Cửa hàng đặc sản & cửa hàng quà tặng,"128 Le Lai Street , Thành phố Hồ Chí Minh, 700000","120/1 Lê Lai, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
5498786,Gray Line Vietnam - Day Tours,Chuyến tham quan ngắm cảnh,"Thành phố Hồ Chí Minh, 700000","2 Thi Sách, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,4–6 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
1546696,Glow Spa,Spa,"129 Nguyen Hue , Thành phố Hồ Chí Minh","53 Ðồng Khởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
1949590,Tricia & Verona,Cửa hàng đặc sản & cửa hàng quà tặng • Buổi trình diễn & chuyến tham quan thời trang,"56 Mac Thi Buoi Street Saigon Ward, Thành phố Hồ Chí Minh, 71000","31 Đông Du, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4881460,Nhà May Phạm Minh,Cửa hàng đặc sản & cửa hàng quà tặng,"132 Pasteur Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000","128A Pasteur, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
3397942,Kennoya Professional Foot Massage,Spa,"44 Ton That Thiep St Dist1 , Thành phố Hồ Chí Minh, 70000","25 Tôn Thất Thiệp, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
7158706,Tran Hung Dao Statue,Điểm thu hút khách tham quan & thắng cảnh • Đài kỷ niệm & tượng,"Ton Duc Thang, Ben Nghe , Thành phố Hồ Chí Minh, 70000","Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
16159007,Indochina Charm Travel (HCMC Branch),Chuyến tham quan nhiều ngày • Taxi & xe đưa đón,"1st Floor, Packsimex Building, 52 Dong Du St., Ben Nghe Ward, District 1 , Thành phố Hồ Chí Minh, 70000","19 Đông Du, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
311092,Cong Vien Van Hoa Park,Công viên,"115 Nguyen Du St District 1, Thành phố Hồ Chí Minh, 70000","117-121 Nguyễn Du, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
18207039,DC Saigontours,Chuyến tham quan bằng xe đạp • Chuyến tham quan đi dạo,"12 Street District 9, Thành phố Hồ Chí Minh, 700000","Đường 12E, Phường Long Bình, Thành phố Hồ Chí Minh",Quận 9,Long Bình,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
12719595,Drink Vietnam,Cửa hàng đặc sản & cửa hàng quà tặng • Viện bảo tàng chuyên ngành,"6/15 Cách Mạng Tháng Tám Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000","6/6 Hẻm 6 Cách Mạng Tháng 8, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4237570,Cycloresto Cooking Class,Tour thăm quan thành phố • Lớp nấu ăn,"33A Đặng Trần Côn Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70000","139 Nguyễn Du, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,500.000–1.500.000 VNĐ,2–4 giờ,Khách quốc tế; Người yêu ẩm thực; Gia đình
1371527,Enjoy Massage Therapy,Spa,"15A/8 - 15B3 - 15B10 Le Thanh Ton street Ben Nghe Ward, Thành phố Hồ Chí Minh, 700000","17/5 Đường Lê Thánh Tôn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
11918966,The Spa at The Reverie Saigon,Spa,"22 – 36 Nguyen Hue Boulevard & 57 – 69F Dong Khoi Street , Thành phố Hồ Chí Minh","22-36 Nguyễn Huệ, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
34064312,Saigon Ebike Tours,Tour thăm quan thành phố • Chuyến tham quan bằng mô tô,"103 Pham Ngu Lao Street, District 1 , Thành phố Hồ Chí Minh, 700000","119 Đường Yersin, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
12600679,Metiseko - Saigon,Cửa hàng đặc sản & cửa hàng quà tặng,"101 Dong Khoi Bến Nghé, Thành phố Hồ Chí Minh, 700000","84 Mạc Thị Bưởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
23718217,The Privé Spa | International Nail Care & Spa | Thao Dien (D2),Spa,"40 Đ. SỐ 41 THẢO ĐIỀN, Thành phố Hồ Chí Minh, 700000","51 Hẻm 42 đường số 41, Phường An Khánh, Thành phố Hồ Chí Minh",TP Thủ Đức,An Khánh,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
2357145,Cong Vien 23 Thang 9,Công viên,"Pham Ngu Lao, Dist1 , Thành phố Hồ Chí Minh","119 Yersin, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
7596221,Saigon Kitsch,Cửa hàng đặc sản & cửa hàng quà tặng,"43 Ton That Thiep, Dist1 , Thành phố Hồ Chí Minh, 70000","29 Tôn Thất Thiệp, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
25551844,Hạ Spa - Massage Ho Chi Minh City,Spa,"334 Nguyễn Trọng Tuyển Phường 2, Thành phố Hồ Chí Minh, 700000","330 Nguyễn Trọng Tuyển, Phường Tân Sơn Hòa, Thành phố Hồ Chí Minh",Quận Tân Bình,Tân Sơn Hòa,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
25090493,Hum Spa,Spa • Spa nước nóng,"114 Lê Thị Riêng Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000","29-31 Bùi Thị Xuân, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
8517570,Saigon Sports Club,Câu lạc bộ sức khỏe,"514B Huynh Tan Phat Street , Thành phố Hồ Chí Minh, 72914","Hẻm 514b Huỳnh Tấn Phát, Phường Tân Thuận, Thành phố Hồ Chí Minh",Quận 7,Tân Thuận,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
26805055,La Victoire E-Gaming Club,Sòng bạc,"Ton Duc Thang 3c, Thành phố Hồ Chí Minh, 71006","3C Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
311100,Bảo Tàng Thành Phố Hồ Chí Minh,Viện bảo tàng lịch sử,"01 Nguyễn Tất Thành, phường 12, Q.4 , Thành phố Hồ Chí Minh, 700000","Nguyễn Tất Thành, Phường Xóm Chiếu, Thành phố Hồ Chí Minh",Quận 4,Xóm Chiếu,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6403614,Aeon Mall Tan Phu Celadon Shopping Center,Trung tâm mua sắm,"30 Đ. Tân Thắng , Thành phố Hồ Chí Minh","30 Lối ra, Phường Tân Sơn Nhì, Thành phố Hồ Chí Minh",Quận Tân Phú,Tân Sơn Nhì,Giá tùy sản phẩm/dịch vụ,1–3 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
11741717,KaT Jewelry,Cửa hàng đặc sản & cửa hàng quà tặng,"179B Cach Mang Thang Tam, Phường 5, Quận 3 , Thành phố Hồ Chí Minh, 700000","66 Đường Cách Mạng Tháng Tám, Thành phố Hồ Chí Minh",Quận 3,Phường 5,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
27415839,Phương's Retro Bar,Quán bar & câu lạc bộ • Đồ ăn & đồ uống khác,"152 Ly Tu Trong Ben Thanh Ward, District 1, Thành phố Hồ Chí Minh, 70000","158 Lý Tự Trọng, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
